ZIP,FIPS
93278,06107
93279,06107
93280,06029
93282,06107
93283,06029
93285,06029
93286,06107
93287,06029
93290,06107
93291,06107
93292,06107
93301,06029
93302,06029
93303,06029
93304,06029
93305,06029
93306,06029
93307,06029
93308,06029
93309,06029
93311,06029
93312,06029
93313,06029
93314,06029
93380,06029
93383,06029
93384,06029
93385,06029
93386,06029
93387,06029
93388,06029
93389,06029
93390,06029
93401,06079
93402,06079
93403,06079
93405,06079
93406,06079
93407,06079
93408,06079
93409,06079
93410,06079
93412,06079
93420,06079
93421,06079
93422,06079
93423,06079
93424,06079
93426,06053
93427,06083
93428,06079
93429,06083
93430,06079
93432,06079
93433,06079
93434,06083
93435,06079
93436,06083
93437,06083
93438,06083
93440,06083
93441,06083
93442,06079
93443,06079
93444,06079
93445,06079
93446,06079
93447,06079
93448,06079
93449,06079
93450,06053
93451,06079
93452,06079
93453,06079
93454,06083
93455,06083
93456,06083
93457,06083
93458,06083
93460,06083
93461,06079
93463,06083
93464,06083
93465,06079
93475,06079
93483,06079
93501,06029
93502,06029
93504,06029
93505,06029
93510,06037
93512,06051
93513,06027
93514,06027
93515,06027
93516,06029
93517,06051
93518,06029
93519,06029
93522,06027
93523,06029
93524,06029
93526,06027
93527,06029
93528,06029
93529,06051
93530,06027
93531,06029
93532,06037
93534,06037
93535,06037
93536,06037
93539,06037
93541,06051
93542,06027
93543,06037
93544,06037
93545,06027
93546,06051
93549,06027
93550,06037
93551,06037
93552,06037
93553,06037
93554,06029
93555,06029
93556,06029
93558,06029
93560,06029
93561,06029
93562,06071
93563,06037
93581,06029
93584,06037
93586,06037
93590,06037
93591,06037
93592,06071
93596,06029
93599,06037
93601,06039
93602,06019
93603,06107
93604,06039
93605,06019
93606,06019
93607,06019
93608,06019
93609,06019
93610,06039
93611,06019
93612,06019
93613,06019
93614,06039
93615,06107
93616,06019
93618,06107
93619,06019
93620,06047
93621,06019
93622,06019
93623,06043
93624,06019
93625,06019
93626,06019
93627,06019
93628,06019
93630,06019
93631,06019
93633,06107
93634,06019
93635,06047
93636,06039
93637,06039
93638,06039
93639,06039
93640,06019
93641,06019
93642,06019
93643,06039
93644,06039
93645,06039
93646,06019
93647,06107
93648,06019
93649,06019
93650,06019
93651,06019
93652,06019
93653,06039
93654,06019
93656,06019
93657,06019
93660,06019
93661,06047
93662,06019
93664,06019
93665,06047
93666,06107
93667,06019
93668,06019
93669,06039
93670,06107
93673,06107
93675,06019
93701,06019
93702,06019
93703,06019
93704,06019
93705,06019
93706,06019
93707,06019
93708,06019
93709,06019
93710,06019
93711,06019
93712,06019
93714,06019
93715,06019
93716,06019
93717,06019
93718,06019
93720,06019
93721,06019
93722,06019
93723,06019
93724,06019
93725,06019
93726,06019
93727,06019
93728,06019
93729,06019
93730,06019
93737,06019
93740,06019
93741,06019
93744,06019
93745,06019
93747,06019
93750,06019
93755,06019
93760,06019
93761,06019
93764,06019
93765,06019
93771,06019
93772,06019
93773,06019
93774,06019
93775,06019
93776,06019
93777,06019
93778,06019
93779,06019
93786,06019
93790,06019
93791,06019
93792,06019
93793,06019
93794,06019
93844,06019
93888,06019
93901,06053
93902,06053
93905,06053
93906,06053
93907,06053
93908,06053
93912,06053
93915,06053
93920,06053
93921,06053
93922,06053
93923,06053
93924,06053
93925,06053
93926,06053
93927,06053
93928,06053
93930,06053
93932,06053
93933,06053
93940,06053
93942,06053
93943,06053
93944,06053
93950,06053
93953,06053
93954,06053
93955,06053
93960,06053
93962,06053
94002,06081
94005,06081
94010,06081
94011,06081
94014,06081
94015,06081
94016,06081
94017,06081
94018,06081
94019,06081
94020,06081
94021,06081
94022,06085
94023,06085
94024,06085
94025,06081
94026,06081
94027,06081
94028,06081
94030,06081
94035,06085
94037,06081
94038,06081
94039,06085
94040,06085
94041,06085
94042,06085
94043,06085
94044,06081
94060,06081
94061,06081
94062,06081
94063,06081
94064,06081
94065,06081
94066,06081
94070,06081
94074,06081
94080,06081
94083,06081
94085,06085
94086,06085
94087,06085
94088,06085
94089,06085
94102,06075
94103,06075
94104,06075
94105,06075
94107,06075
94108,06075
94109,06075
94110,06075
94111,06075
94112,06075
94114,06075
94115,06075
94116,06075
94117,06075
94118,06075
94119,06075
94120,06075
94121,06075
94122,06075
94123,06075
94124,06075
94125,06075
94126,06075
94127,06075
94128,06081
94129,06075
94130,06075
94131,06075
94132,06075
94133,06075
94134,06075
94137,06075
94139,06075
94140,06075
94141,06075
94142,06075
94143,06075
94144,06075
94145,06075
94146,06075
94147,06075
94151,06075
94158,06075
94159,06075
94160,06075
94161,06075
94163,06075
94164,06075
94172,06075
94177,06075
94188,06075
94203,06067
94204,06067
94205,06067
94206,06067
94207,06067
94208,06067
94209,06067
94211,06067
94229,06067
94230,06067
94232,06067
94234,06067
94235,06067
94236,06067
94237,06067
94239,06067
94240,06067
94244,06067
94245,06067
94247,06067
94248,06067
94249,06067
94250,06067
94252,06067
94254,06067
94256,06067
94257,06067
94258,06067
94259,06067
94261,06067
94262,06067
94263,06067
94267,06067
94268,06067
94269,06067
94271,06067
94273,06067
94274,06067
94277,06067
94278,06067
94279,06067
94280,06067
94282,06067
94283,06067
94284,06067
94285,06067
94287,06067
94288,06067
94289,06067
94290,06067
94291,06067
94293,06067
94294,06067
94295,06067
94296,06067
94297,06067
94298,06067
94299,06067
94301,06085
94302,06085
94303,06085
94304,06085
94305,06085
94306,06085
94309,06085
94401,06081
94402,06081
94403,06081
94404,06081
94497,06081
94501,06001
94502,06001
94503,06055
94505,06013
94506,06013
94507,06013
94508,06055
94509,06013
94510,06095
94511,06013
94512,06095
94513,06013
94514,06013
94515,06055
94516,06013
94517,06013
94518,06013
94519,06013
94520,06013
94521,06013
94522,06013
94523,06013
94524,06013
94525,06013
94526,06013
94527,06013
94528,06013
94529,06013
94530,06013
94531,06013
94533,06095
94534,06095
94535,06095
94536,06001
94537,06001
94538,06001
94539,06001
94540,06001
94541,06001
94542,06001
94543,06001
94544,06001
94545,06001
94546,06001
94547,06013
94548,06013
94549,06013
94550,06001
94551,06001
94552,06001
94553,06013
94555,06001
94556,06013
94557,06001
94558,06055
94559,06055
94560,06001
94561,06013
94562,06055
94563,06013
94564,06013
94565,06013
94566,06001
94567,06055
94568,06001
94569,06013
94570,06013
94571,06095
94572,06013
94573,06055
94574,06055
94575,06013
94576,06055
94577,06001
94578,06001
94579,06001
94580,06001
94581,06055
94582,06013
94583,06013
94585,06095
94586,06001
94587,06001
94588,06001
94589,06095
94590,06095
94591,06095
94592,06095
94595,06013
94596,06013
94597,06013
94598,06013
94599,06055
94601,06001
94602,06001
94603,06001
94604,06001
94605,06001
94606,06001
94607,06001
94608,06001
94609,06001
94610,06001
94611,06001
94612,06001
94613,06001
94614,06001
94615,06001
94617,06001
94618,06001
94619,06001
94620,06001
94621,06001
94622,06001
94623,06001
94624,06001
94649,06001
94659,06001
94660,06001
94661,06001
94662,06001
94666,06001
94701,06001
94702,06001
94703,06001
94704,06001
94705,06001
94706,06001
94707,06001
94708,06001
94709,06001
94710,06001
94712,06001
94720,06001
94801,06013
94802,06013
94803,06013
94804,06013
94805,06013
94806,06013
94807,06013
94808,06013
94820,06013
94850,06013
94901,06041
94903,06041
94904,06041
94912,06041
94913,06041
94914,06041
94915,06041
94920,06041
94922,06097
94923,06097
94924,06041
94925,06041
94926,06097
94927,06097
94928,06097
94929,06041
94930,06041
94931,06097
94933,06041
94937,06041
94938,06041
94939,06041
94940,06041
94941,06041
94942,06041
94945,06041
94946,06041
94947,06041
94948,06041
94949,06041
94950,06041
94951,06097
94952,06097
94953,06097
94954,06097
94955,06097
94956,06041
94957,06041
94960,06041
94963,06041
94964,06041
94965,06041
94966,06041
94970,06041
94971,06041
94972,06097
94973,06041
94974,06041
94975,06097
94976,06041
94977,06041
94978,06041
94979,06041
94998,06041
94999,06097
95001,06087
95002,06085
95003,06087
95004,06053
95005,06087
95006,06087
95007,06087
95008,06085
95009,06085
95010,06087
95011,06085
95012,06053
95013,06085
95014,06085
95015,06085
95017,06087
95018,06087
95019,06087
95020,06085
95021,06085
95023,06069
95024,06069
95026,06085
95030,06085
95031,06085
95032,06085
95033,06087
95035,06085
95036,06085
95037,06085
95038,06085
95039,06053
95041,06087
95042,06085
95043,06069
95044,06085
95045,06069
95046,06085
95050,06085
95051,06085
95052,06085
95053,06085
95054,06085
95055,06085
95056,06085
95060,06087
95061,06087
95062,06087
95063,06087
95064,06087
95065,06087
95066,06087
95067,06087
95070,06085
95071,06085
95073,06087
95075,06069
95076,06087
95077,06087
95101,06085
95103,06085
95106,06085
95108,06085
95109,06085
95110,06085
95111,06085
95112,06085
95113,06085
95115,06085
95116,06085
95117,06085
95118,06085
95119,06085
95120,06085
95121,06085
95122,06085
95123,06085
95124,06085
95125,06085
95126,06085
95127,06085
95128,06085
95129,06085
95130,06085
95131,06085
95132,06085
95133,06085
95134,06085
95135,06085
95136,06085
95138,06085
95139,06085
95140,06085
95141,06085
95148,06085
95150,06085
95151,06085
95152,06085
95153,06085
95154,06085
95155,06085
95156,06085
95157,06085
95158,06085
95159,06085
95160,06085
95161,06085
95164,06085
95170,06085
95172,06085
95173,06085
95190,06085
95191,06085
95192,06085
95193,06085
95194,06085
95196,06085
95201,06077
95202,06077
95203,06077
95204,06077
95205,06077
95206,06077
95207,06077
95208,06077
95209,06077
95210,06077
95211,06077
95212,06077
95213,06077
95214,06077
95215,06077
95219,06077
95220,06077
95221,06009
95222,06009
95223,06009
95224,06009
95225,06009
95226,06009
95227,06077
95228,06009
95229,06009
95230,06099
95231,06077
95232,06009
95233,06009
95234,06077
95236,06077
95237,06077
95240,06077
95241,06077
95242,06077
95245,06009
95246,06009
95247,06009
95248,06009
95249,06009
95251,06009
95252,06009
95253,06077
95254,06009
95255,06009
95257,06009
95258,06077
95267,06077
95269,06077
95296,06077
95297,06077
95301,06047
95303,06047
95304,06077
95305,06109
95306,06043
95307,06099
95309,06109
95310,06109
95311,06043
95312,06047
95313,06099
95315,06047
95316,06099
95317,06047
95318,06043
95319,06099
95320,06077
95321,06109
95322,06047
95323,06099
95324,06047
95325,06043
95326,06099
95327,06109
95328,06099
95329,06109
95330,06077
95333,06047
95334,06047
95335,06109
95336,06077
95337,06077
95338,06043
95340,06047
95341,06047
95343,06047
95344,06047
95345,06043
95346,06109
95347,06109
95348,06047
95350,06099
95351,06099
95352,06099
95353,06099
95354,06099
95355,06099
95356,06099
95357,06099
95358,06099
95360,06099
95361,06099
95363,06099
95364,06109
95365,06047
95366,06077
95367,06099
95368,06099
95369,06047
95370,06109
95372,06109
95373,06109
95374,06047
95375,06109
95376,06077
95377,06077
95378,06077
95379,06109
95380,06099
95381,06099
95382,06099
95383,06109
95385,06099
95386,06099
95387,06099
95388,06047
95389,06043
95391,06077
95397,06099
95401,06097
95402,06097
95403,06097
95404,06097
95405,06097
95406,06097
95407,06097
95409,06097
95410,06045
95412,06097
95415,06045
95416,06097
95417,06045
95418,06045
95419,06097
95420,06045
95421,06097
95422,06033
95423,06033
95424,06033
95425,06097
95426,06033
95427,06045
95428,06045
95429,06045
95430,06097
95431,06097
95432,06045
95433,06097
95435,06033
95436,06097
95437,06045
95439,06097
95441,06097
95442,06097
95443,06033
95444,06097
95445,06045
95446,06097
95448,06097
95449,06045
95450,06097
95451,06033
95452,06097
95453,06033
95454,06045
95456,06045
95457,06033
95458,06033
95459,06045
95460,06045
95461,06033
95462,06097
95463,06045
95464,06033
95465,06097
95466,06045
95467,06033
95468,06045
95469,06045
95470,06045
95471,06097
95472,06097
95473,06097
95476,06097
95480,06097
95481,06045
95482,06045
95485,06033
95486,06097
95487,06097
95488,06045
95490,06045
95492,06097
95493,06033
95494,06045
95497,06097
95501,06023
95502,06023
95503,06023
95511,06023
95514,06023
95518,06023
95519,06023
95521,06023
95524,06023
95525,06023
95526,06023
95527,06105
95528,06023
95531,06015
95532,06015
95534,06023
95536,06023
95537,06023
95538,06015
95540,06023
95542,06023
95543,06015
95545,06023
95546,06023
95547,06023
95548,06015
95549,06023
95550,06023
95551,06023
95552,06105
95553,06023
95554,06023
95555,06023
95556,06023
95558,06023
95559,06023
95560,06023
95562,06023
95563,06105
95564,06023
95565,06023
95567,06015
95568,06093
95569,06023
95570,06023
95571,06023
95573,06023
95585,06045
95587,06045
95589,06023
95595,06105
95601,06005
95602,06061
95603,06061
95604,06061
95605,06113
95606,06113
95607,06113
95608,06067
95609,06067
95610,06067
95611,06067
95612,06113
95613,06017
95614,06017
95615,06067
95616,06113
95617,06113
95618,06113
95619,06017
95620,06095
95621,06067
95623,06017
95624,06067
95625,06095
95626,06067
95627,06113
95628,06067
95629,06005
95630,06067
95631,06061
95632,06067
95633,06017
95634,06017
95635,06017
95636,06017
95637,06113
95638,06067
95639,06067
95640,06005
95641,06067
95642,06005
95644,06005
95645,06101
95646,06003
95648,06061
95650,06061
95651,06017
95652,06067
95653,06113
95654,06005
95655,06067
95656,06017
95658,06061
95659,06101
95660,06067
95661,06061
95662,06067
95663,06061
95664,06017
95665,06005
95666,06005
95667,06017
95668,06101
95669,06005
95670,06067
95671,06067
95672,06017
95673,06067
95674,06101
95675,06005
95676,06101
95677,06061
95678,06061
95679,06113
95680,06067
95681,06061
95682,06017
95683,06067
95684,06017
95685,06005
95686,06077
95687,06095
95688,06095
95689,06005
95690,06067
95691,06113
95692,06115
95693,06067
95694,06113
95695,06113
95696,06095
95697,06113
95698,06113
95699,06005
95701,06061
95703,06061
95709,06017
95712,06057
95713,06061
95714,06061
95715,06061
95717,06061
95720,06017
95721,06017
95722,06061
95724,06057
95726,06017
95728,06057
95735,06017
95736,06061
95741,06067
95742,06067
95746,06061
95747,06061
95757,06067
95758,06067
95759,06067
95762,06017
95763,06067
