client_lat,client_lon,server_lat,server_lon
37.823,-121.29,37.3833,-122.0667
32.958,-96.624,32.8969,-97.0381
41.678,-71.271,40.7667,-73.8667
41.211,-95.947,41.9786,-87.9047
34.049,-118.34,33.9425,-118.4072
45.522,-123.041,47.4489,-122.3094
40.682,-94.693,40.7667,-73.8667
40.831,-73.907,40.7667,-73.8667
40.517,-74.868,40.7667,-73.8667
42.267,-83.856,41.9786,-87.9047
39.537,-119.419,37.3833,-122.0667
40.711,-73.74,40.7667,-73.8667
32.823,-79.855,33.6367,-84.4281
40.815,-73.362,40.7667,-73.8667
38.882,-92.402,41.9786,-87.9047
33.788,-84.349,33.6367,-84.4281
33.85,-118.11,47.4489,-122.3094
26.854,-80.19,25.7833,-80.2667
40.692,-73.927,40.7667,-73.8667
38.272,-77.593,38.9444,-77.4558
45.515,-122.498,47.4489,-122.3094
37.792,-122.409,37.3833,-122.0667
30.508,-97.679,32.8969,-97.0381
44.823,-93.349,41.9786,-87.9047
47.721,-122.207,47.4489,-122.3094
34.672,-86.034,33.6367,-84.4281
35.051,-80.819,33.6367,-84.4281
39.049,-94.409,41.9786,-87.9047
37.776,-122.413,37.3833,-122.0667
35.899,-80.574,33.6367,-84.4281
38.582,-121.494,33.9425,-118.4072
39.089,-77.184,38.9444,-77.4558
45.277,-92.631,41.9786,-87.9047
37.954,-122.078,37.3833,-122.0667
37.35,-121.985,37.3833,-122.0667
35.496,-119.301,33.9425,-118.4072
35.099,-106.518,32.8969,-97.0381
44.503,-123.995,47.4489,-122.3094
30.3106,-97.7227,32.8969,-97.0381
40.465,-111.633,39.8561,-104.6737
34.966,-81.081,33.6367,-84.4281
41.574,-90.458,41.9786,-87.9047
37.504,-121.525,37.3833,-122.0667
37.653,-122.423,37.3833,-122.0667
29.698,-98.396,32.8969,-97.0381
35.7509,-78.7789,38.9444,-77.4558
35.761,-81.728,33.6367,-84.4281
36.218,-86.727,33.6367,-84.4281
37.918,-122.074,37.3833,-122.0667
39.0639,-108.5507,39.8561,-104.6737
33.571,-112.181,33.9425,-118.4072
37.777,-122.493,37.3833,-122.0667
34.918,-120.232,33.9425,-118.4072
42.35,-71.075,40.7667,-73.8667
38.0,-97.0,37.3833,-122.0667
37.914,-122.012,37.3833,-122.0667
42.239,-71.081,40.7667,-73.8667
39.032,-76.503,32.8969,-97.0381
35.337,-80.796,33.6367,-84.4281
40.153,-87.646,41.9786,-87.9047
41.255,-73.541,40.7667,-73.8667
37.344,-107.08,39.8561,-104.6737
37.831,-122.22,37.3833,-122.0667
35.15,-106.573,39.8561,-104.6737
37.773,-122.279,37.3833,-122.0667
30.403,-88.966,33.6367,-84.4281
38.984,-77.084,38.9444,-77.4558
41.947,-87.704,41.9786,-87.9047
45.482,-122.601,47.4489,-122.3094
38.819,-77.062,38.9444,-77.4558
40.707,-73.35,40.7667,-73.8667
41.921,-87.702,41.9786,-87.9047
33.874,-118.372,33.9425,-118.4072
47.322,-122.313,47.4489,-122.3094
39.687,-84.164,41.9786,-87.9047
42.744,-78.744,43.6767,-79.6306
32.948,-96.813,32.8969,-97.0381
38.901,-77.053,33.9425,-118.4072
42.056,-71.12,40.7667,-73.8667
47.2529,-122.4443,47.4489,-122.3094
40.656,-74.304,40.7667,-73.8667
45.312,-94.3,41.9786,-87.9047
28.149,-80.653,25.7833,-80.2667
34.665,-83.096,33.6367,-84.4281
35.934,-78.717,38.9444,-77.4558
44.831,-93.46,41.9786,-87.9047
29.523,-98.527,32.8969,-97.0381
39.715,-75.731,38.9444,-77.4558
29.096,-81.088,25.7833,-80.2667
29.628,-95.562,32.8969,-97.0381
37.349,-121.951,37.3833,-122.0667
43.242,-70.74,40.7667,-73.8667
42.104,-79.252,40.7667,-73.8667
41.315,-70.009,40.7667,-73.8667
30.6344,-85.5948,33.6367,-84.4281
30.097,-95.616,32.8969,-97.0381
35.817,-86.939,33.6367,-84.4281
38.989,-87.745,41.9786,-87.9047
35.7895,-78.8743,40.7667,-73.8667
41.168,-81.531,41.9786,-87.9047
45.446,-122.882,47.4489,-122.3094
37.219,-93.318,32.8969,-97.0381
38.626,-121.383,37.3833,-122.0667
26.022,-80.15,32.8969,-97.0381
37.834,-122.29,32.8969,-97.0381
40.6421,-79.9445,38.9444,-77.4558
30.267,-97.743,32.8969,-97.0381
34.204,-80.995,33.6367,-84.4281
29.571,-81.217,25.7833,-80.2667
42.273,-83.599,41.9786,-87.9047
37.846,-93.995,41.9786,-87.9047
41.756,-73.215,40.7667,-73.8667
40.5516,-74.4637,40.7667,-73.8667
37.297,-121.887,32.8969,-97.0381
47.54,-122.636,37.3833,-122.0667
30.616,-87.316,33.6367,-84.4281
33.755,-117.946,33.9425,-118.4072
28.496,-81.239,25.7833,-80.2667
43.769,-88.016,41.9786,-87.9047
45.553,-122.819,47.4489,-122.3094
39.953,-104.905,39.8561,-104.6737
34.832,-87.666,33.6367,-84.4281
30.4154,-97.7982,32.8969,-97.0381
33.139,-116.985,33.9425,-118.4072
41.1763,-73.1663,38.9444,-77.4558
40.592,-74.705,40.7667,-73.8667
36.235,-115.29,33.9425,-118.4072
32.719,-117.161,33.9425,-118.4072
40.694,-73.991,32.8969,-97.0381
33.5717,-117.7289,33.9425,-118.4072
34.143,-118.255,37.3833,-122.0667
30.079,-97.834,32.8969,-97.0381
37.419,-122.057,37.3833,-122.0667
43.1299,-77.6082,40.7667,-73.8667
40.656,-74.304,40.7667,-73.8667
40.729,-73.214,40.7667,-73.8667
32.752,-96.286,32.8969,-97.0381
37.833,-121.034,37.3833,-122.0667
42.337,-71.073,40.7667,-73.8667
38.938,-77.093,32.8969,-97.0381
35.4894,-120.6707,37.3833,-122.0667
42.057,-76.027,40.7667,-73.8667
39.537,-119.419,37.3833,-122.0667
36.276,-119.632,33.9425,-118.4072
40.771,-74.207,40.7667,-73.8667
39.1271,-84.5144,41.9786,-87.9047
41.992,-103.633,39.8561,-104.6737
29.652,-82.325,25.7833,-80.2667
42.365,-71.103,40.7667,-73.8667
34.106,-116.589,33.9425,-118.4072
33.913,-118.344,33.9425,-118.4072
45.928,-123.709,47.4489,-122.3094
42.491,-71.276,40.7667,-73.8667
40.8615,-96.7119,39.8561,-104.6737
39.115,-77.246,40.7667,-73.8667
37.722,-122.444,37.3833,-122.0667
40.642,-79.945,40.7667,-73.8667
37.252,-79.9772,38.9444,-77.4558
44.78,-93.274,41.9786,-87.9047
40.234,-111.659,33.9425,-118.4072
33.874,-118.372,33.9425,-118.4072
39.677,-104.965,39.8561,-104.6737
45.114,-122.948,47.4489,-122.3094
47.4976,-122.3651,47.4489,-122.3094
42.97,-72.28,40.7667,-73.8667
37.751,-97.822,32.8969,-97.0381
34.777,-92.375,33.6367,-84.4281
30.8277,-93.2494,32.8969,-97.0381
41.612,-73.412,40.7667,-73.8667
28.235,-82.22,25.7833,-80.2667
34.187,-118.449,37.3833,-122.0667
37.751,-97.822,33.9425,-118.4072
40.676,-73.921,40.7667,-73.8667
31.338,-94.729,32.8969,-97.0381
40.218,-74.071,40.7667,-73.8667
32.948,-96.813,32.8969,-97.0381
38.45,-76.845,32.8969,-97.0381
35.068,-88.411,32.8969,-97.0381
34.83,-82.602,33.6367,-84.4281
37.77,-122.393,37.3833,-122.0667
37.751,-97.822,32.8969,-97.0381
38.693,-121.312,37.3833,-122.0667
37.384,-122.088,37.3833,-122.0667
33.605,-117.717,33.9425,-118.4072
36.548,-82.562,41.9786,-87.9047
42.417,-83.53,43.6767,-79.6306
40.709,-74.01,51.4697,-0.4514
37.7957,-122.4209,37.3833,-122.0667
47.146,-122.324,47.4489,-122.3094
47.592,-116.912,47.4489,-122.3094
33.669,-117.823,33.9425,-118.4072
47.902,-122.184,32.8969,-97.0381
35.977,-78.554,38.9444,-77.4558
40.766,-73.986,40.7667,-73.8667
39.379,-76.814,38.9444,-77.4558
37.751,-97.822,32.8969,-97.0381
30.422,-88.653,37.3833,-122.0667
37.751,-97.822,32.8969,-97.0381
37.811,-122.301,37.3833,-122.0667
40.77,-73.126,40.7667,-73.8667
39.211,-76.827,38.9444,-77.4558
42.685,-73.832,40.7667,-73.8667
35.93,-86.461,33.6367,-84.4281
43.982,-121.272,47.4489,-122.3094
32.833,-96.847,32.8969,-97.0381
36.0162,-80.0434,38.9444,-77.4558
46.3257,-119.3067,47.4489,-122.3094
29.657,-98.511,32.8969,-97.0381
47.572,-122.333,47.4489,-122.3094
38.834,-104.821,32.8969,-97.0381
33.708,-117.76,33.9425,-118.4072
42.396,-88.175,41.9786,-87.9047
33.508,-112.058,33.9425,-118.4072
34.0761,-118.1442,33.9425,-118.4072
33.32,-111.874,33.9425,-118.4072
31.899,-102.341,32.8969,-97.0381
37.312,-121.966,32.8969,-97.0381
44.405,-69.757,45.4576,-73.7497
29.978,-95.577,32.8969,-97.0381
43.148,-87.921,41.9786,-87.9047
40.689,-76.196,40.7667,-73.8667
32.867,-117.248,33.9425,-118.4072
42.39,-71.54,40.7667,-73.8667
40.3149,-86.8908,41.9786,-87.9047
41.495,-90.409,41.9786,-87.9047
45.544,-122.643,48.8584,2.34901
38.502,-122.762,37.3833,-122.0667
39.638,-104.906,39.8561,-104.6737
42.7003,-73.8575,40.7667,-73.8667
47.501,-122.007,47.4489,-122.3094
42.8623,-78.83,43.6767,-79.6306
39.25,-86.562,41.9786,-87.9047
25.958,-80.142,25.7833,-80.2667
41.781,-72.754,40.7667,-73.8667
37.601,-122.454,37.3833,-122.0667
39.1023,-96.5246,39.8561,-104.6737
37.751,-97.822,32.8969,-97.0381
33.877,-84.334,33.6367,-84.4281
30.384,-97.707,32.8969,-97.0381
40.717,-73.986,40.7667,-73.8667
33.3858,-111.8755,33.9425,-118.4072
37.902,-122.116,37.3833,-122.0667
45.04,-93.485,41.9786,-87.9047
34.311,-118.879,33.9425,-118.4072
40.745,-73.978,40.7667,-73.8667
37.304,-122.095,32.8969,-97.0381
37.751,-97.822,38.9444,-77.4558
26.134,-81.798,25.7833,-80.2667
47.674,-122.121,47.4489,-122.3094
37.083,-76.47,38.9444,-77.4558
37.7186,-121.9164,37.3833,-122.0667
37.751,-97.822,32.8969,-97.0381
38.0,-97.0,38.9444,-77.4558
39.005,-77.037,38.9444,-77.4558
41.118,-73.408,40.7667,-73.8667
42.689,-85.618,41.9786,-87.9047
33.936,-80.952,33.6367,-84.4281
38.884,-95.084,41.9786,-87.9047
46.517,-112.121,47.4489,-122.3094
40.325,-111.962,33.9425,-118.4072
46.846,-96.745,41.9786,-87.9047
29.8485,-90.0633,33.6367,-84.4281
26.278,-80.117,25.7833,-80.2667
38.684,-121.053,37.3833,-122.0667
32.442,-95.633,32.8969,-97.0381
37.751,-97.822,33.9425,-118.4072
37.751,-97.822,32.8969,-97.0381
42.4917,-71.517,40.7667,-73.8667
38.537,-122.812,37.3833,-122.0667
40.0345,-82.8695,41.9786,-87.9047
39.217,-107.016,39.8561,-104.6737
42.826,-71.674,40.7667,-73.8667
38.0,-97.0,40.7667,-73.8667
30.439,-91.17,32.8969,-97.0381
38.914,-77.076,38.9444,-77.4558
37.37,-122.215,37.3833,-122.0667
37.443,-77.672,38.9444,-77.4558
39.355,-76.635,38.9444,-77.4558
47.681,-122.209,47.4489,-122.3094
40.051,-105.204,39.8561,-104.6737
37.751,-97.822,45.4576,-73.7497
27.119,-80.367,25.7833,-80.2667
35.528,-82.522,33.6367,-84.4281
37.751,-97.822,32.8969,-97.0381
26.122,-80.143,25.7833,-80.2667
19.698,-155.141,37.3833,-122.0667
32.777,-79.931,33.6367,-84.4281
41.681,-86.866,32.8969,-97.0381
40.841,-84.36,41.9786,-87.9047
35.143,-77.163,38.9444,-77.4558
29.745,-95.731,32.8969,-97.0381
37.751,-97.822,47.4489,-122.3094
39.961,-82.999,41.9786,-87.9047
43.541,-116.563,32.8969,-97.0381
38.849,-89.9385,41.9786,-87.9047
41.656,-70.349,40.7667,-73.8667
35.2271,-80.8431,32.8969,-97.0381
36.931,-76.24,40.7667,-73.8667
29.52,-98.608,32.8969,-97.0381
37.751,-97.822,33.9425,-118.4072
37.614,-77.442,38.9444,-77.4558
39.184,-120.147,45.4576,-73.7497
32.795,-95.636,32.8969,-97.0381
33.815,-116.652,33.9425,-118.4072
41.005,-73.785,40.7667,-73.8667
44.942,-93.011,41.9786,-87.9047
29.912,-92.211,32.8969,-97.0381
47.748,-122.204,47.4489,-122.3094
35.925,-85.456,33.6367,-84.4281
39.921,-105.087,32.8969,-97.0381
43.03,-88.215,41.9786,-87.9047
33.303,-111.764,33.9425,-118.4072
41.0,-75.181,40.7667,-73.8667
41.417,-73.597,32.8969,-97.0381
44.78,-93.274,41.9786,-87.9047
38.254,-85.759,41.9786,-87.9047
38.0,-97.0,32.8969,-97.0381
47.61,-122.201,47.4489,-122.3094
37.956,-122.269,32.8969,-97.0381
29.424,-98.494,40.7667,-73.8667
36.04,-95.88,32.8969,-97.0381
34.054,-118.244,45.4576,-73.7497
34.848,-76.612,32.8969,-97.0381
21.4,-157.752,37.3833,-122.0667
40.978,-73.693,40.7667,-73.8667
44.746,-91.513,41.9786,-87.9047
37.237,-86.335,41.9786,-87.9047
36.971,-121.988,37.3833,-122.0667
41.537,-74.051,40.7667,-73.8667
42.321,-85.18,41.9786,-87.9047
39.0,-77.529,38.9444,-77.4558
41.229,-80.424,40.7667,-73.8667
39.029,-74.926,32.8969,-97.0381
36.801,-119.802,37.3833,-122.0667
29.465,-98.673,32.8969,-97.0381
42.96,-76.059,40.7667,-73.8667
41.114,-112.059,39.8561,-104.6737
39.9756,-104.7447,39.8561,-104.6737
33.788,-84.349,33.6367,-84.4281
37.719,-121.916,37.3833,-122.0667
34.002,-84.471,33.6367,-84.4281
36.889,-76.234,38.9444,-77.4558
33.466,-111.925,33.9425,-118.4072
36.175,-115.137,33.9425,-118.4072
46.758,-100.897,39.8561,-104.6737
40.761,-111.891,33.9425,-118.4072
27.787,-82.144,32.8969,-97.0381
42.951,-87.943,41.9786,-87.9047
38.95,-94.745,41.9786,-87.9047
39.871,-104.784,39.8561,-104.6737
28.538,-81.379,25.7833,-80.2667
27.647,-80.404,25.7833,-80.2667
32.966,-117.127,33.9425,-118.4072
42.67,-71.744,40.7667,-73.8667
35.222,-101.831,32.8969,-97.0381
36.648,-121.626,32.8969,-97.0381
42.584,-83.245,43.6767,-79.6306
34.956,-120.503,33.9425,-118.4072
42.103,-88.07,41.9786,-87.9047
30.616,-87.316,41.9786,-87.9047
25.7806,-80.1826,33.6367,-84.4281
37.748,-122.416,32.8969,-97.0381
33.827,-84.324,33.6367,-84.4281
35.789,-83.888,33.6367,-84.4281
26.716,-80.338,32.8969,-97.0381
42.946,-78.862,38.9444,-77.4558
37.777,-122.493,37.3833,-122.0667
32.969,-96.799,32.8969,-97.0381
42.225,-71.532,40.7667,-73.8667
38.632,-122.897,37.3833,-122.0667
34.133,-84.3,33.6367,-84.4281
36.182,-79.807,38.9444,-77.4558
37.751,-97.822,32.8969,-97.0381
33.004,-96.9,32.8969,-97.0381
32.09,-83.794,33.6367,-84.4281
38.0,-97.0,32.8969,-97.0381
42.7084,-71.1435,40.7667,-73.8667
30.4478,-84.3211,33.6367,-84.4281
39.003,-77.16,38.9444,-77.4558
41.976,-87.702,41.9786,-87.9047
32.779,-96.822,32.8969,-97.0381
41.848,-87.652,33.6367,-84.4281
41.739,-71.321,40.7667,-73.8667
29.556,-98.365,32.8969,-97.0381
38.394,-81.565,33.6367,-84.4281
41.57,-83.43,41.9786,-87.9047
43.219,-77.449,40.7667,-73.8667
47.661,-122.016,47.4489,-122.3094
33.8999,-117.4405,33.9425,-118.4072
40.183,-82.995,32.8969,-97.0381
36.085,-86.838,33.6367,-84.4281
37.865,-84.564,33.6367,-84.4281
34.198,-119.1726,33.9425,-118.4072
39.7475,-84.1561,41.9786,-87.9047
37.834,-122.29,37.3833,-122.0667
45.365,-122.758,32.8969,-97.0381
40.583,-73.924,40.7667,-73.8667
32.89,-117.134,33.9425,-118.4072
40.184,-75.217,40.7667,-73.8667
40.577,-80.15,38.9444,-77.4558
40.77,-72.999,40.7667,-73.8667
33.865,-118.397,45.4576,-73.7497
32.948,-96.813,32.8969,-97.0381
41.005,-73.785,40.7667,-73.8667
41.7007,-86.2501,41.9786,-87.9047
40.6234,-74.0288,40.7667,-73.8667
39.768,-86.158,52.3086,4.76389
45.553,-122.819,47.4489,-122.3094
38.607,-83.793,41.9786,-87.9047
43.116,-88.519,41.9786,-87.9047
40.732,-73.989,40.7667,-73.8667
40.842,-73.856,40.7667,-73.8667
40.694,-73.991,40.7667,-73.8667
41.667,-85.966,41.9786,-87.9047
33.882,-84.706,33.6367,-84.4281
36.91,-76.186,38.9444,-77.4558
33.624,-112.051,33.9425,-118.4072
41.664,-88.315,41.9786,-87.9047
39.25,-86.455,41.9786,-87.9047
29.8321,-95.7346,32.8969,-97.0381
39.961,-85.984,41.9786,-87.9047
33.74,-117.82,33.9425,-118.4072
40.726,-74.595,40.7667,-73.8667
29.763,-95.363,32.8969,-97.0381
35.519,-97.643,32.8969,-97.0381
41.157,-85.056,41.9786,-87.9047
42.271,-89.094,41.9786,-87.9047
37.751,-97.822,33.9425,-118.4072
38.992,-76.79,38.9444,-77.4558
40.465,-74.231,38.9444,-77.4558
33.572,-83.176,38.9444,-77.4558
42.316,-71.056,40.7667,-73.8667
41.9,-87.637,41.9786,-87.9047
47.634,-122.342,47.4489,-122.3094
21.342,-157.837,37.3833,-122.0667
32.89,-117.134,33.9425,-118.4072
41.699,-88.079,41.9786,-87.9047
40.62,-74.427,40.7667,-73.8667
37.725,-122.156,37.3833,-122.0667
37.775,-122.419,40.7667,-73.8667
28.6766,-81.1991,41.9786,-87.9047
43.0708,-78.8201,40.7667,-73.8667
36.032,-115.212,33.9425,-118.4072
47.76,-117.435,47.4489,-122.3094
26.184,-80.134,25.7833,-80.2667
36.711,-79.505,38.9444,-77.4558
32.759,-97.332,32.8969,-97.0381
43.397,-70.572,45.4576,-73.7497
43.021,-89.36,32.8969,-97.0381
38.0,-97.0,40.7667,-73.8667
37.776,-122.413,43.6767,-79.6306
47.634,-122.342,47.4489,-122.3094
40.743,-75.224,40.7667,-73.8667
33.535,-117.705,33.9425,-118.4072
41.111,-95.934,41.9786,-87.9047
34.052,-118.244,33.9425,-118.4072
34.054,-118.244,45.4576,-73.7497
32.173,-80.749,33.6367,-84.4281
33.6,-117.672,33.9425,-118.4072
40.04,-84.203,41.9786,-87.9047
43.03,-88.215,41.9786,-87.9047
42.015,-87.99,41.9786,-87.9047
45.409,-122.68,32.8969,-97.0381
37.342,-121.883,37.3833,-122.0667
37.44,-121.87,37.3833,-122.0667
30.1689,-92.0599,32.8969,-97.0381
26.457,-80.078,25.7833,-80.2667
39.759,-104.969,39.8561,-104.6737
36.121,-79.895,32.8969,-97.0381
47.584,-122.299,47.4489,-122.3094
41.921,-87.809,41.9786,-87.9047
39.624,-104.874,39.8561,-104.6737
41.707,-88.198,41.9786,-87.9047
39.743,-105.119,39.8561,-104.6737
40.801,-73.965,40.7667,-73.8667
42.75,-73.595,45.4576,-73.7497
32.6,-85.583,33.6367,-84.4281
40.731,-73.997,40.7667,-73.8667
40.785,-77.847,38.9444,-77.4558
37.751,-97.822,32.8969,-97.0381
40.792,-74.264,40.7667,-73.8667
33.157,-117.171,33.9425,-118.4072
27.872,-82.654,25.7833,-80.2667
37.349,-121.951,37.3833,-122.0667
47.673,-122.187,47.4489,-122.3094
39.802,-89.644,32.8969,-97.0381
32.535,-84.985,33.6367,-84.4281
41.633,-93.737,41.9786,-87.9047
30.441,-95.539,32.8969,-97.0381
41.07,-81.898,38.9444,-77.4558
32.913,-96.639,32.8969,-97.0381
37.744,-122.484,37.3833,-122.0667
40.759,-73.736,40.7667,-73.8667
40.5902,-75.3547,40.7667,-73.8667
43.646,-116.268,47.4489,-122.3094
37.748,-84.295,25.7833,-80.2667
34.7465,-92.2896,32.8969,-97.0381
39.075,-104.81,39.8561,-104.6737
35.905,-79.951,40.7667,-73.8667
33.882,-117.85,33.9425,-118.4072
47.68,-122.121,47.4489,-122.3094
32.7787,-96.8217,32.8969,-97.0381
39.942,-82.974,41.9786,-87.9047
25.858,-80.131,25.7833,-80.2667
32.745,-117.17,33.9425,-118.4072
42.976,-78.795,43.6767,-79.6306
35.373,-119.019,33.9425,-118.4072
29.869,-95.538,32.8969,-97.0381
30.291,-81.633,25.7833,-80.2667
30.168,-97.823,32.8969,-97.0381
40.906,-73.132,40.7667,-73.8667
40.723,-73.842,40.7667,-73.8667
47.4891,-122.2908,47.4489,-122.3094
40.176,-83.446,41.9786,-87.9047
38.0,-97.0,40.7667,-73.8667
32.449,-93.709,32.8969,-97.0381
47.721,-122.207,47.4489,-122.3094
40.676,-73.963,40.7667,-73.8667
32.767,-96.625,32.8969,-97.0381
37.701,-97.44,32.8969,-97.0381
32.834,-97.229,32.8969,-97.0381
42.412,-82.94,47.4489,-122.3094
40.917,-74.172,40.7667,-73.8667
39.334,-120.249,45.4576,-73.7497
37.744,-122.484,37.3833,-122.0667
41.446,-81.396,43.6767,-79.6306
39.0481,-77.4728,38.9444,-77.4558
44.979,-93.175,41.9786,-87.9047
40.686,-73.412,40.7667,-73.8667
35.506,-81.037,33.6367,-84.4281
39.89,-82.373,41.9786,-87.9047
34.385,-118.531,33.9425,-118.4072
39.295,-85.211,41.9786,-87.9047
47.636,-122.324,47.4489,-122.3094
38.852,-104.778,39.8561,-104.6737
38.804,-104.776,39.8561,-104.6737
41.705,-111.871,39.8561,-104.6737
40.132,-88.295,41.9786,-87.9047
33.837,-112.119,33.9425,-118.4072
42.406,-71.051,25.7833,-80.2667
35.053,-78.878,33.6367,-84.4281
40.733,-74.008,40.7667,-73.8667
27.911,-80.635,25.7833,-80.2667
33.815,-116.652,33.9425,-118.4072
29.625,-98.63,32.8969,-97.0381
47.721,-122.207,47.4489,-122.3094
37.679,-122.476,37.3833,-122.0667
43.632,-116.284,47.4489,-122.3094
37.548,-121.989,37.3833,-122.0667
41.604,-81.526,43.6767,-79.6306
37.751,-97.822,33.9425,-118.4072
38.343,-122.704,37.3833,-122.0667
